source,target,weight,RideID,DriverID,CustomerID,VehicleID,StartLocation,EndLocation,StartTime,EndTime,TripDistance,TripDuration,ZoneID,TimeSlot,Demand,Supply,BaseFare,DistanceFare,SurgeMultiplier,CurrentLocation,AvailabilityStatus,StartCoordinates,EndCoordinates,EndPoint,TimeCost,MonetaryCost,EstimatedTimeToDestination,CurrentTrafficConditions,ProbabilityValue,RandomSeed,TripSuccessRate,AverageWaitTime,Cost,TripDuration,TimeOfDay,WeatherCondition,DayOfWeek,TrafficCondition,PickupLocation,DropoffLocation,UserAgeGroup,HistoricalTripCount
0,125,7.475297695,18HWMK,4UK9CM,D7PTEG,1F4RVK,"-78.268143, 169.19423","23.626516, 143.187664",12/6/2023 11:59,12/6/2023 12:59,9.17,60,1,18,3,28,4.43,1.87,1.1,"47.398343, 10.150678",Available,"-50.8819840558794, -156.796840017379","-51.07047972421717, 203.3599757176034",999,37.25,81.27,29.98,Moderate,1.818558974,23,0.9,8.3,66.6,99,Afternoon,Sunny,Sunday,Moderate,46,82,56+,40
0,126,7.118144469,1QCQQZ,6CN4GH,61EH71,0GZYXC,"48.312257, 62.641822","67.149256, 3.797342",12/6/2023 13:21,12/6/2023 14:32,41.66,71,10,11,5,25,3.03,1.22,2.7,"-77.864002, 11.98172",Available,"82.24708780488336, -166.987181606943","81.90905836420151, 192.3698936245841",365,22.27,19.83,20.31,Light,0.626172167,8313,0.9,14.76,11.66,10,Evening,Rainy,Tuesday,Light,68,5,26-35,49
0,127,2.708972285,JDR9AR,GQINLS,OTXNZ0,1GNBUU,"-42.641664, -31.929548","-73.871246, 135.698712",12/6/2023 4:13,12/6/2023 6:04,41.83,111,8,8,40,21,3.39,1.51,2.7,"-62.845826, -121.459321",Available,"-63.186499628067935, 106.19422765786356","-63.2226693112373, 106.43473996552318",773,105.29,99.9,87.93,Moderate,0.244702208,1227,0.87,14.32,84.85,52,Night,Rainy,Tuesday,Light,62,48,18-25,40
0,128,4.549635338,GIFE4G,3VNOSL,DVN8DN,UML20H,"86.403778, -173.533606","56.914527, -161.955176",12/6/2023 19:05,12/6/2023 19:42,9.77,37,3,23,13,3,4.52,2.04,2.7,"87.567284, 132.909164",Available,"-33.95591150854796, -15.72873083835836","-34.09563040473989, 343.89499296561814",136,13.71,143.61,13.72,Moderate,-1.334361157,8391,0.89,6.65,42.06,30,Morning,Cloudy,Friday,Moderate,49,92,18-25,37
0,129,2.555323958,ZCE0P2,S27DLD,5RVO3K,KSF9QS,"-17.500302, 78.3429","83.681391, -25.948683",12/6/2023 14:22,12/6/2023 16:14,29.26,112,8,12,27,12,2.15,2.36,2.1,"-50.031839, 48.519116",Available,"-12.711281744520292, -114.14135765294934","-12.029168740911727, 246.26626505787033",728,27.4,15.03,28.86,Light,-0.777630315,4062,0.82,13.11,73.04,14,Afternoon,Rainy,Friday,Light,40,68,36-45,27
0,130,3.275403837,QH23LV,2ICNJR,4IUOGR,DH1688,"-76.3452, 107.444345","-17.143788, 80.898234",12/6/2023 23:22,12/7/2023 0:10,3.01,48,8,7,43,28,4.32,1.1,2,"55.147973, -154.736853",Available,"-13.849091834088156, -135.18024963477006","-14.269061354635108, 225.00114701752702",402,52.77,63.29,62.4,Light,-0.039378838,8645,0.87,12.35,34.01,71,Afternoon,Rainy,Thursday,Heavy,36,78,18-25,21
0,131,1.736200153,0B4FOL,MQ640L,8CSI2C,ANLQLP,"80.041303, -96.638309","-40.999541, 30.941938",12/6/2023 5:57,12/6/2023 7:42,49.72,105,7,5,27,8,3.48,1.05,2.3,"-32.166787, -39.726875",Available,"-73.98540097962152, 73.8248551205862","-74.94346113075628, 73.3469071212696",145,24.58,88.88,25.64,Heavy,-0.982979267,4267,0.9,12.89,41.06,65,Night,Rainy,Thursday,Moderate,73,58,36-45,31
0,132,4.793717561,7WCGUH,ZZM03V,YB7QEC,ZRVU0S,"36.626309, 175.716183","-84.029798, -92.232446",12/6/2023 12:47,12/6/2023 14:10,18.92,83,1,6,43,4,4.15,2.48,2.6,"-78.278815, -159.104347",Available,"-37.284026726491234, 160.11418391969244","-37.2408218269813, 160.18433370411068",449,71.51,66.43,83.74,Heavy,0.495998277,7473,0.93,10.08,13.84,102,Evening,Rainy,Sunday,Light,12,78,18-25,49
0,133,7.236059127,3DVVAE,O91Y6J,49WA6F,NWL85A,"-81.469648, 107.958982","86.292153, 76.592016",12/6/2023 7:11,12/6/2023 7:21,29.14,10,3,17,48,4,4.62,1.03,1.1,"46.161576, -167.867814",Unavailable,"67.64050116181187, 46.77797742065138","68.54770549318462, 46.69642521223777",297,109.16,124.19,97.15,Heavy,0.072457704,4452,0.95,9.51,9.05,107,Night,Rainy,Thursday,Moderate,24,44,26-35,50
0,134,3.247264469,POC7V0,9HX9AI,AM7GSQ,UCXUSK,"86.622905, 51.246902","-54.940204, -130.731638",12/6/2023 15:34,12/6/2023 17:01,42.38,87,6,14,46,21,3.04,1.05,1.8,"37.982049, 170.163082",Available,"-8.793462744487499, -5.2009031003918835","-8.00346165205685, 355.4970953395764",434,30.81,26,33.49,Heavy,-0.933920404,1901,0.87,13.63,87.14,68,Evening,Sunny,Tuesday,Light,49,61,46-55,34
0,135,9.327372193,F90PY0,5SS3CX,V95NIY,ZB5YG9,"1.104635, -0.042796","89.867389, 101.723372",12/6/2023 5:58,12/6/2023 6:35,2.33,37,4,4,22,8,4.86,2.38,2.8,"-81.486963, -27.124538",Unavailable,"-85.73502592829578, -48.303766889286294","-85.93182385946902, 311.04743333858465",232,100.87,81.7,90.48,Moderate,0.424973708,2819,0.81,9.22,30.61,54,Afternoon,Rainy,Thursday,Moderate,41,39,26-35,12
0,136,4.075049105,KTX6RV,HYF47I,J496WL,74ZB0W,"-40.331662, -95.113195","-39.025343, 50.447399",12/6/2023 19:16,12/6/2023 20:53,16.55,97,1,20,19,10,2.24,2.09,2.1,"62.740881, -33.899057",Available,"59.3564282545978, 29.639636562438056","59.76151921559854, 30.1299410349355",464,39.38,69.81,43.76,Moderate,-0.183149846,839,0.92,12.34,53.12,10,Afternoon,Rainy,Thursday,Light,73,16,46-55,33
0,137,8.919605395,MLYPOC,NYHRTM,LH9E15,PTVTVO,"-5.962738, -56.073864","-71.476612, -2.07013",12/6/2023 3:29,12/6/2023 4:47,47.24,78,8,17,22,17,4.58,2.29,1.4,"-70.461567, -62.806902",Available,"-44.37705166885149, 100.25883392374334","-45.27381668808647, 99.70097643069583",78,20.15,31.65,19.57,Heavy,0.297279363,4730,0.86,7.46,99.66,84,Morning,Cloudy,Monday,Moderate,23,20,46-55,46
0,138,2.24852668,VY6EJN,UU7B8R,JCY6E0,IFQUYH,"30.597094, -178.082012","-6.701193, 160.407966",12/6/2023 1:08,12/6/2023 2:19,22.1,71,4,15,23,3,3.53,1.18,2.7,"-25.402331, 54.824629",Unavailable,"-83.10502345462216, -147.3794835409228","-82.94325011364465, 212.56240989206137",161,65.09,78.31,74.14,Moderate,-0.505468899,9024,0.97,9.7,86.89,104,Afternoon,Sunny,Tuesday,Heavy,75,65,46-55,34
0,139,1.997746986,W1SIQ2,IKB1V9,215THK,CXI8IA,"-58.813004, 63.735201","63.81831, -14.747748",12/6/2023 18:07,12/6/2023 18:30,33.65,23,8,4,0,18,2.07,1.94,2.4,"-75.277209, -95.572338",Available,"89.00793868083599, 110.50606732948717","88.85184959569696, 109.59552604449613",99,76.68,123.22,68.54,Moderate,0.113630945,8426,0.96,11.26,29.64,54,Morning,Sunny,Sunday,Heavy,85,88,26-35,47
0,140,8.553924604,8JZCD4,HLQISM,87EBWT,BZGWFJ,"84.624139, -107.046079","-66.924552, -40.752631",12/6/2023 19:35,12/6/2023 20:19,27.67,44,2,14,38,5,4.57,1.54,2.4,"-57.185814, -99.222762",Unavailable,"-11.858098966505963, 140.2836653872933","-12.734608889025006, 140.814402825171",669,51.63,51.42,53.44,Light,1.521291247,2599,0.9,11.34,89.2,97,Morning,Rainy,Friday,Heavy,46,11,56+,13
0,141,9.707047561,UD7ZKB,CSJ8W4,22SP31,Y01AXU,"28.021768, 45.79781","75.078351, 169.565931",12/6/2023 20:18,12/6/2023 21:04,27.72,46,1,1,32,8,4.68,2.02,2.5,"46.459349, 86.477591",Unavailable,"-39.96213836374439, 20.161139559317633","-40.81988484881535, 20.74043522569191",186,85.49,109.22,101.39,Light,-0.445361379,6595,0.93,14,86.66,105,Morning,Rainy,Sunday,Moderate,50,78,36-45,30
0,142,8.449076538,QVWB0N,SLFXZS,5NW4QU,B94FRY,"-29.333405, -179.895554","-24.090794, -107.902231",12/6/2023 18:00,12/6/2023 19:18,20.5,78,9,4,30,13,3.95,1.15,2.5,"-38.783729, -115.806855",Unavailable,"-0.14550826544115125, -123.81090784263901","-0.3434511207002091, 236.45874977760192",220,13.43,114.03,12.96,Moderate,0.687911236,4384,0.86,7.6,11.6,113,Night,Cloudy,Sunday,Heavy,91,84,36-45,27
0,143,9.591234573,7W050H,LBZG06,XCKF71,LL4RLN,"49.384118, -159.24328","53.39927, -79.943547",12/6/2023 5:40,12/6/2023 6:32,3.81,52,4,8,49,2,4.6,1.53,2.3,"59.82247, -44.351598",Unavailable,"65.10671983400965, -59.353190113399364","64.38240822418707, 301.50370984909",42,53.62,101.07,49.28,Heavy,-0.072984906,2066,0.88,5.54,39.61,24,Evening,Cloudy,Saturday,Moderate,47,74,18-25,30
0,144,5.025578992,AVKZKU,2AAI07,GJXKGV,NCWGJ2,"-11.297864, 1.523429","-26.895651, 162.266622",12/6/2023 18:19,12/6/2023 19:44,11.72,85,5,15,33,3,3.14,1.81,1.8,"-80.306424, 46.648279",Available,"-89.68485193564663, 92.32643925802387","-89.2419082593062, 91.43824753264477",679,113.06,9.17,105.61,Heavy,-0.939109872,63,0.88,11.15,15.38,35,Afternoon,Rainy,Thursday,Heavy,70,25,36-45,2
0,145,1.252037397,9YWGF4,BPYDZD,0X64AI,VHM45S,"38.697947, -56.679497","27.75656, -6.726861",12/6/2023 12:13,12/6/2023 13:45,18.27,92,3,14,13,21,2.54,1.26,1.1,"22.678651, 123.425176",Unavailable,"-30.875963130709316, -34.71586485785062","-31.590114751520403, 325.1434074182239",858,45.71,12.36,48.63,Light,-2.324659415,2764,0.96,14.79,88.73,27,Night,Rainy,Friday,Heavy,27,96,36-45,40
0,146,6.360354926,U0O6EZ,PZ3GYL,S3P3FS,398VMN,"-88.826696, -119.171231","-46.703347, -175.372548",12/6/2023 9:31,12/6/2023 9:54,34.4,23,9,20,29,11,2.55,2.2,2.9,"-31.889908, -2.746042",Unavailable,"51.58610069702905, 134.1240155175746","51.037036067977446, 134.58844323390187",265,77.72,115.71,92.15,Heavy,1.393699674,8248,0.94,12.11,77.3,72,Evening,Sunny,Thursday,Light,17,48,18-25,18
0,147,2.063925665,U5X9K9,UDL250,LJ3YJU,FEEVOP,"-33.870588, -6.796169","76.936798, 129.216822",12/6/2023 0:32,12/6/2023 2:05,33.48,93,1,10,35,29,4.52,2.08,1.5,"44.238131, 113.519152",Unavailable,"11.699957116015582, 47.989992205369816","12.615976127647665, 47.759968916019794",318,56.48,121.08,53.81,Light,0.443033771,9879,0.82,9.35,21.12,64,Afternoon,Cloudy,Tuesday,Heavy,73,71,46-55,42
0,148,3.129021375,B9ITPS,XCUTOF,PPYHLU,4N7I0J,"-16.896027, 100.28792","-57.238482, -69.521168",12/6/2023 9:31,12/6/2023 11:06,41.61,95,4,2,15,10,2.81,1.52,2.4,"-29.011877, -30.826676",Available,"17.112476767413426, -89.5287766853979","16.510771892093597, 270.82612389454334",485,22.7,31.61,22.77,Heavy,0.797113517,7265,0.81,7.89,4.56,43,Morning,Sunny,Sunday,Moderate,11,14,18-25,30
0,149,1.467030913,7ARI97,YUA2KE,5N912L,J86IL7,"0.940111, 89.405761","87.626048, 56.984579",12/6/2023 3:15,12/6/2023 4:10,4.48,55,3,14,17,23,3.74,1.72,2.2,"-64.288236, 12.774478",Available,"53.00262011009761, -77.55652427591093","52.83709720106989, 282.92015818478814",316,57.22,76.03,50.25,Heavy,1.958988757,5159,0.97,12.94,89.9,36,Afternoon,Rainy,Monday,Moderate,30,87,46-55,6
0,150,5.778623325,409K5X,IXJREJ,AG43UV,VMVSWE,"56.521792, -24.286823","41.140205, -92.054243",12/6/2023 10:04,12/6/2023 10:31,31.35,27,8,13,50,7,2.49,1.3,1.5,"-50.121208, -128.694684",Available,"14.805683205066728, 12.426552681291895","15.750884954738725, 12.509747674749272",259,36.79,2.65,38.07,Light,-0.461248318,4125,0.92,6.28,37.88,89,Evening,Sunny,Saturday,Heavy,75,100,36-45,26
0,151,9.346255162,MJRYXH,BLFDLI,DV7IRQ,YI3LZQ,"67.484291, -126.784651","-17.064066, -50.113763",12/6/2023 15:59,12/6/2023 17:26,47.71,87,2,12,10,15,3.32,2.16,2,"-32.843891, -66.564803",Unavailable,"-40.09642963767926, -144.92782162722494","-39.85134635796169, 214.6166983268441",933,83.34,78.33,78.48,Moderate,0.429180609,6496,0.94,14.38,73.81,30,Night,Sunny,Wednesday,Heavy,78,4,26-35,5
0,152,6.453473147,G4UJ8V,1TJ3I0,9FNQPR,6GJQMA,"81.76248, 75.13021","-75.799598, -110.409903",12/6/2023 14:54,12/6/2023 16:45,28.4,111,9,16,10,17,3.87,2.49,2.7,"-54.670661, -151.400288",Available,"71.85395044004878, 170.91779500502736","70.89466573206742, 171.20288932989808",937,61.61,19.77,65.83,Heavy,-1.533476074,4134,0.81,14.08,12.5,38,Afternoon,Sunny,Sunday,Moderate,84,62,18-25,31
0,153,5.250889867,V9RIRQ,3QP74F,ACE13F,BS7QB4,"-14.239668, 109.229554","11.698492, 80.313248",12/6/2023 22:47,12/7/2023 0:10,26.81,83,8,21,47,26,3.24,1.22,2.6,"85.903708, -18.923656",Available,"23.659987963420193, -34.58781959549947","22.992862705759798, 324.6353572683303",708,44.4,44.82,53.19,Heavy,-1.702642074,2081,0.86,12.62,5.08,106,Afternoon,Rainy,Wednesday,Light,57,12,36-45,10
0,154,9.417277163,8ORYLP,WA2ZNE,2MU9HA,B8ZEJ1,"-50.079106, 8.064756","0.914341, -159.481847",12/6/2023 0:49,12/6/2023 1:14,30.77,25,2,18,39,2,3.86,2.29,1.9,"0.634671, 110.987628",Unavailable,"-33.267687452063605, -34.82552534700761","-34.042551456248496, 325.16077466706133",468,89.07,44.54,105.77,Moderate,1.002173426,6785,0.94,10.75,12.48,117,Afternoon,Rainy,Thursday,Light,55,27,56+,49
0,155,4.986818123,1A2UCK,B8MBT9,1XP10Y,AX7ZE2,"9.533227, 119.416693","-31.327895, 47.285769",12/6/2023 20:33,12/6/2023 21:07,20.98,34,10,1,24,22,2.72,1.08,1.3,"-16.700287, 32.791704",Unavailable,"-47.921745504025665, -141.08741850711544","-47.81858498145167, 219.53635023197833",619,75.68,57.16,73.09,Heavy,-1.746522885,4649,0.9,14.75,1.64,56,Night,Cloudy,Friday,Light,87,79,56+,3
0,156,4.668450552,S5X919,PTU7V6,LU5AV2,8VESIE,"1.503762, 17.124917","54.588831, -83.939416",12/6/2023 13:00,12/6/2023 14:53,5.08,113,5,17,5,1,2.55,1.11,2,"-62.985457, -90.352506",Available,"33.49736820334391, -107.91248508201588","34.45359581653866, 251.3036466811958",458,80.34,102.77,74.14,Light,-0.28557437,38,0.97,9.28,82.58,67,Afternoon,Rainy,Thursday,Light,13,63,46-55,40
0,157,1.82726134,JKZ780,FSNBCP,K1HS5U,Y5R86G,"-89.964597, 28.1739","16.213378, -159.027481",12/6/2023 11:39,12/6/2023 13:00,10.7,81,5,12,35,24,4.34,1.96,1.8,"-2.515415, 22.575415",Available,"47.238129309005274, 158.91509723590542","46.986770672085825, 159.78804714175365",287,97.83,89.12,86.23,Moderate,0.699202064,3471,0.98,10.28,83.57,36,Night,Cloudy,Tuesday,Light,81,55,26-35,23
0,158,1.566290674,P042AM,CSWCUM,BDFUOA,G48FLM,"-36.180941, -147.779486","-46.34887, 136.415097",12/6/2023 20:21,12/6/2023 21:25,13.8,64,10,6,48,27,3.89,2.33,2.4,"67.62279, 49.087965",Available,"-46.304026185693765, 37.468697859020864","-46.04943597427602, 36.6165504212463",460,102,91.68,95.51,Heavy,0.52945918,6999,0.92,14.78,1.96,60,Morning,Rainy,Friday,Light,87,56,46-55,6
0,159,3.98252115,XTOYDJ,5MT99Y,A33BGW,XBSZ6L,"60.668816, -122.890132","-2.967234, 58.992718",12/6/2023 12:03,12/6/2023 12:36,46.99,33,2,19,36,19,3.53,2.42,2,"-83.906592, 158.407246",Unavailable,"30.399521681012644, -5.309590498794364","29.71927449423179, 354.5792413506744",351,35.9,2.38,32.52,Heavy,-0.158523343,6094,0.91,10.19,6.67,111,Night,Rainy,Sunday,Heavy,58,76,46-55,47
0,160,5.225500475,ECH8NT,L9NT0F,GWZ7DU,LD38FP,"60.884386, 169.678126","-60.559659, -125.483682",12/6/2023 0:29,12/6/2023 0:53,18.3,24,10,4,50,4,3.72,1.58,2.6,"32.448621, 168.539211",Unavailable,"-86.46464794153486, -157.01701986341556","-86.24836250072943, 202.44275103771704",252,51.7,105.29,59.6,Heavy,-0.658132881,8458,0.98,5.6,10.96,110,Evening,Rainy,Friday,Heavy,11,98,26-35,46
0,161,8.542545539,TM9MNG,FA6KDS,6818TP,NVECB8,"-85.17278, 110.582938","34.532271, -121.006607",12/6/2023 11:34,12/6/2023 12:17,2.19,43,1,7,42,14,2.38,1.75,2.7,"-47.747531, 134.320793",Unavailable,"62.56522151168227, -107.9454436500665","61.589177940085364, 252.99351733399592",145,79.77,24.81,76.37,Heavy,0.2150339,2822,0.89,13.13,31.56,95,Evening,Rainy,Monday,Heavy,78,26,18-25,38
0,162,9.426700265,U55YSI,K0C9GN,V6W8X8,TESH7M,"-0.085558, 24.066377","12.524115, 10.428733",12/6/2023 1:11,12/6/2023 1:22,41.52,11,9,4,1,0,4.88,1.82,1.4,"-89.898792, -110.270124",Available,"8.735075331689103, -8.144213349216159","7.782702451332891, 352.54111899071006",337,110.33,16.21,103.82,Light,1.583317193,9972,0.96,6,16.48,104,Evening,Rainy,Thursday,Light,88,31,36-45,18
0,163,8.234739702,FYV64M,TOFUP7,1X9TCM,765RHD,"50.823161, 61.516304","-1.776212, 87.972139",12/6/2023 6:07,12/6/2023 7:10,47.22,63,3,5,16,4,4.75,2.09,2.9,"-52.975847, -103.919886",Available,"3.7509980104567404, -99.82751307348717","3.0587419312507054, 260.64671511150516",368,44.7,74.59,41.1,Moderate,2.274609822,1786,0.96,10.36,15.54,60,Night,Rainy,Tuesday,Light,41,69,56+,21
0,164,8.863746176,39EJNB,IJ75D0,4TTMBG,E0VSR9,"85.152869, 46.16144","26.411807, 113.908403",12/6/2023 15:28,12/6/2023 17:00,42.3,92,7,23,32,4,4.33,1.18,2.1,"-74.57483, -52.470845",Available,"-59.51793237497908, 140.2060392244232","-59.408916446117274, 139.49084239633876",213,17.32,57.53,16.39,Light,-1.321070845,1632,0.92,14.6,99.17,71,Morning,Rainy,Saturday,Light,14,82,26-35,47
0,165,6.169091803,LEDNZS,0LQVPI,A95JZ0,BR4V4Q,"-63.379768, 132.657004","-24.409104, 57.077149",12/6/2023 21:36,12/6/2023 23:17,28.99,101,7,5,17,20,2.15,1.86,2.6,"-8.297909, -5.90171",Unavailable,"-36.497060368977984, -0.31348226854845507","-37.39849980047868, 359.2472062529662",114,52.15,66.04,58.97,Light,-0.563128469,2328,0.85,10.37,65.71,31,Evening,Rainy,Friday,Heavy,55,84,46-55,30
0,166,7.858040822,CFX29C,94JQ7J,YYYBVJ,4KDF7T,"-65.820352, -36.54794","-13.553546, 140.045945",12/6/2023 14:51,12/6/2023 15:49,14.43,58,2,20,31,20,3.48,1.3,2.2,"-67.388812, 82.85853",Unavailable,"-4.35564455273412, 82.4498125862005","-4.148994313816214, 81.74787726125102",93,80.45,53.77,93.68,Light,1.355222857,4317,0.93,8.53,79.5,111,Night,Cloudy,Saturday,Moderate,58,98,36-45,0
0,167,3.940040654,JNQONI,WRVNFW,I4A30X,FKGAGG,"44.667728, -143.165048","-21.763806, 44.893493",12/6/2023 18:47,12/6/2023 19:45,12.4,58,9,9,31,1,4.9,2.03,2.5,"-41.562904, -131.787317",Unavailable,"-21.220431538318266, -38.956647268699925","-21.167130283252863, 320.34885411257943",527,106.19,46.73,93.83,Light,0.666079313,1126,0.96,5.63,21.68,60,Evening,Sunny,Sunday,Light,22,15,26-35,44
0,168,6.099253685,XD9GSN,ABV4DP,QETGJ7,ERKM46,"-9.694708, -176.190986","10.210502, -143.923772",12/6/2023 7:04,12/6/2023 8:35,13.17,91,10,12,18,29,3.74,1.51,2.9,"75.845118, -156.556435",Unavailable,"21.361775832418004, -144.19883561587767","21.697108339399065, 216.73352053558145",155,35.59,53.21,38.6,Light,1.037291518,4307,0.9,5.31,98.91,65,Morning,Rainy,Thursday,Heavy,63,49,18-25,7
0,169,9.358673964,SZBS5K,K9BREQ,H210L9,BOKA8A,"67.041846, -16.631625","-70.565647, 76.608329",12/6/2023 10:38,12/6/2023 12:32,10.08,114,5,20,29,23,3.53,2.33,1.7,"13.368201, 117.989186",Unavailable,"-27.857563254089314, 85.65105181508397","-28.213219076568347, 85.10441324186326",121,15.38,136.13,14.28,Heavy,1.334625507,5165,0.87,9.21,64.68,50,Evening,Sunny,Sunday,Heavy,41,68,36-45,0
0,170,1.726197719,XFRPOO,9RHJQE,57CT9T,0CQ0C0,"73.34866, -84.568288","32.005107, 135.096543",12/6/2023 2:09,12/6/2023 2:32,49.06,23,8,10,24,0,2.41,1.56,2.8,"-78.932667, 101.041041",Unavailable,"13.872633736288094, 0.9429936126427663","13.75485386557728, 1.321756614133324",404,45.54,38.79,41.61,Moderate,-1.454421758,8182,0.87,9.99,94.94,17,Night,Cloudy,Saturday,Light,93,71,56+,18
0,171,4.775595069,9FTWT8,KOGZ6W,4DAWCF,MU23MY,"57.966854, -10.130911","-18.082763, 141.898755",12/6/2023 17:28,12/6/2023 19:08,48.73,100,1,7,31,19,4.99,1.22,1.6,"-43.207684, 49.52463",Available,"-28.845087031416995, -41.19861844203845","-28.2908630493693, 318.5451022831486",371,88.69,68.84,79.45,Heavy,0.090886613,4218,0.88,8.82,7.46,33,Morning,Cloudy,Saturday,Moderate,86,89,46-55,30
0,172,8.539298214,H3D4LT,AZE3X8,LQLAGV,IR1ZLW,"40.189583, -121.162583","9.388481, -123.549642",12/6/2023 1:40,12/6/2023 2:17,38.09,37,1,20,16,22,3.43,1.92,1.7,"50.326508, 10.162261",Available,"-43.1963022435732, -109.04179852717438","-43.496523545607964, 250.2138520037118",525,35,23.01,34.93,Light,-0.200256545,6156,0.89,6.29,69.84,39,Evening,Rainy,Tuesday,Heavy,74,7,36-45,1
0,173,7.891572266,J6NY6G,82TG9L,42JZYX,45KYEX,"46.44095, -141.718973","87.581832, 167.984966",12/6/2023 5:44,12/6/2023 7:33,3.92,109,10,11,41,29,3.74,2.27,1.4,"-77.80464, 66.106364",Unavailable,"3.13829148187655, 19.287565318617766","2.9155306468332784, 20.1225811747241",616,19.42,110.76,19.7,Heavy,0.543228034,6200,0.82,11.14,42.28,51,Night,Sunny,Saturday,Light,92,35,36-45,28
0,174,1.364207418,XMTFIR,NMX31V,WI72PG,C5IPMQ,"85.865465, 97.823178","-72.819685, -115.215042",12/6/2023 10:47,12/6/2023 12:42,37.3,115,6,15,31,6,4.91,2.38,2.5,"-55.987911, -131.340582",Available,"-78.71813297929205, 59.988850708091945","-79.14003340605815, 60.75927582200004",949,22.76,53.86,21.97,Light,-1.355508791,5687,0.84,12.77,11.87,53,Night,Rainy,Tuesday,Heavy,35,77,36-45,47
0,175,6.073021667,1CVE6T,LCVH25,TL6EWK,349VO0,"-89.470496, 176.341693","74.03681, 20.456694",12/6/2023 0:09,12/6/2023 1:22,19.61,73,10,9,34,9,3.31,1.03,1.5,"22.134458, 145.770592",Unavailable,"50.93203774367896, -115.42853688792428","51.2575653263849, 243.5864412597403",506,23.05,45.78,20.81,Moderate,0.909616461,5265,0.93,11.6,90.46,80,Morning,Sunny,Saturday,Light,25,95,56+,16
0,176,1.876430441,325O8C,ZWU1C5,X0I28C,G5XGA5,"19.489616, 36.880128","-7.750931, 82.788864",12/6/2023 15:23,12/6/2023 15:40,21.99,17,3,22,4,5,3.82,2.3,1.7,"-88.196419, 141.375063",Unavailable,"-66.09451397209946, -16.988490051871622","-65.56043834255799, 342.6623333826761",261,114.9,105.14,119.68,Moderate,-0.624244424,7180,0.94,8.81,37.11,111,Evening,Rainy,Sunday,Heavy,96,65,56+,38
0,177,1.836535445,3GWA8R,FJBIZF,1MNLS3,7SS4N8,"84.179015, -73.915956","56.96621, -142.648879",12/6/2023 9:38,12/6/2023 11:04,35.27,86,7,12,0,4,3.64,1.16,1.1,"5.68252, -83.529304",Unavailable,"-36.05643809253587, 19.0690191331295","-35.60032081847483, 19.747094987904635",388,30.52,5.58,31.4,Light,-0.634504721,6922,0.84,6.43,43.86,74,Afternoon,Cloudy,Saturday,Moderate,73,44,56+,22
0,178,7.983624813,UL0OVT,G6DI3D,TNSRBL,XDVG0I,"-3.139878, -134.289594","-88.818962, -154.39187",12/6/2023 5:35,12/6/2023 7:29,8.92,114,5,10,50,25,2.33,2.25,1.3,"52.6704, -98.654281",Unavailable,"9.99600866740181, 55.948700891584906","10.774259407788911, 56.73105782679916",582,103.17,101.68,104.29,Moderate,0.18072005,7027,0.89,6.08,53.06,64,Evening,Cloudy,Sunday,Heavy,77,37,56+,37
0,179,9.882752148,DWLR0P,HLP1OS,9Y6IZC,PLFUX8,"-63.097031, -94.783073","-15.123931, -173.516361",12/6/2023 13:05,12/6/2023 14:47,4.73,102,1,4,14,22,2.55,2.08,1.6,"-55.817163, 80.825397",Unavailable,"-50.70295317099352, 167.24824366316744","-50.71454090812977, 166.74003351672124",608,50.14,13.5,57.74,Moderate,0.856382358,76,0.98,6.92,2.08,34,Night,Rainy,Saturday,Light,57,47,36-45,26
0,180,6.040623043,FMZJB7,JQQP00,BDDN1X,PL6CQL,"-39.239241, -16.597273","79.982034, 123.169529",12/6/2023 11:50,12/6/2023 13:35,27.45,105,7,3,27,30,2.67,2.25,1.6,"50.603929, -170.253994",Available,"-69.93467230615487, 50.21111365583343","-69.31600497021816, 50.20131713157929",445,37.55,82.83,38.33,Light,0.105598117,3965,0.84,11.48,42.67,8,Night,Sunny,Monday,Light,2,71,46-55,9
0,181,3.587038738,DH221D,PC2EJC,5PIPZF,FU85RA,"-71.070757, -113.432205","-3.026466, 179.750557",12/6/2023 22:14,12/6/2023 23:46,20.68,92,3,16,18,1,4.36,1.89,1.1,"2.277115, 76.17929",Available,"-75.67255573507394, -30.399313532497274","-74.86656039154506, 328.63387543826474",938,115.77,24.18,127.3,Heavy,0.830437056,7355,0.95,10.24,2.67,24,Night,Sunny,Sunday,Heavy,35,44,56+,31
0,182,1.464661973,UKGNDV,2VBOMI,41Z2WW,92SHZO,"18.618963, 61.897078","66.97405, 156.512324",12/6/2023 9:59,12/6/2023 11:19,23.49,80,9,21,27,24,2.55,1.39,2.3,"-42.824583, 73.962432",Unavailable,"13.848108704225808, -13.732286328438505","13.015145769561883, 346.28880166429525",164,26.08,55.3,25.75,Light,-0.193333357,3113,0.87,5.65,91.68,92,Morning,Cloudy,Wednesday,Light,11,7,46-55,13
0,183,6.360535073,17NIRX,2R2BH1,75IOGU,7UEFYU,"62.861532, -76.221468","17.929115, -12.917438",12/6/2023 18:28,12/6/2023 19:06,49.13,38,4,3,1,4,2.8,1.4,1.7,"29.490417, 168.241361",Unavailable,"-36.90442908541518, -40.12544150995632","-37.67397132275261, 319.754093628248",946,15.98,7.41,14.17,Heavy,0.239784482,9222,0.86,8.84,89.07,39,Night,Cloudy,Saturday,Moderate,38,67,56+,26
